invoice_id,payment_id,vendor,expected_amount,actual_amount,variance,posting_date,status,department,root_cause,recommended_action
53941601,PAY-0199413101,Ashley's Cafe,1200.0,1200.0,0.0,2022-03-03,matched,MTA Municipal Transprtn Agncy,Matched payment,No action required.
53968901,PAY-0191305301,CITY AUTO SUPPLY,276.61,276.61,0.0,2021-12-16,matched,AIR Airport Commission,Matched payment,No action required.
53984401,PAY-0173717901,MEDLINE INDUSTRIES INC,72.79,85.64,12.85,2021-07-16,overpaid,DPH Public Health,Duplicate approval led to excess settlement,Reverse the duplicate approval and initiate vendor recovery.
53996401,PAY-0207516201,MACKAY METERS INC,1735.12,1470.44,-264.68,2022-06-02,underpaid,MTA Municipal Transprtn Agncy,Installment split created a short settlement,Match split installments against the original invoice value.
53968901,PAY-0191000601,CITY AUTO SUPPLY,21.13,21.13,0.0,2021-12-14,matched,AIR Airport Commission,Matched payment,No action required.
53954201,PAY-0177292501,RAINBOW GROCERY COOPERATIVE INC,141.32,141.32,0.0,2021-08-13,matched,REC Recreation & Park Commsn,Matched payment,No action required.
53950801,PAY-0185882001,US FOODS INC,961.12,961.12,0.0,2021-11-01,matched,DPH Public Health,Matched payment,No action required.
54000501,PAY-0206009901,WESTSIDE COMMUNITY MENTAL HEALTH CTR INC,12636.25,12636.25,0.0,2022-04-14,duplicate_suspected,DPH Public Health,Repeat payment detected for same invoice pattern,Freeze the repeated payment and verify vendor history.
53969001,PAY-0195830901,XEROX CORPORATION,158.93,158.93,0.0,2022-01-28,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53950801,PAY-0173463501,US FOODS INC,6260.35,6260.35,0.0,2021-07-15,matched,DPH Public Health,Matched payment,No action required.
53918801,PAY-0178670001,CENTER HARDWARE CO INC,126.06,126.06,0.0,2021-08-27,matched,REC Recreation & Park Commsn,Matched payment,No action required.
53969601,PAY-0198925901,TFB GLOBAL LLC,146.44,146.44,0.0,2022-02-22,matched,AIR Airport Commission,Matched payment,No action required.
53996701,PAY-0196396701,WESTERN STATES OIL,3282.09,2781.43,-500.66,2022-02-03,underpaid,FIR Fire Department,Installment split created a short settlement,Match split installments against the original invoice value.
54003001,PAY-0184058301,ALCON VISION LLC,1594.0,1594.0,0.0,2021-10-15,duplicate_suspected,DPH Public Health,Possible duplicate voucher posting,Cross-check voucher references and stop secondary settlement.
53972301,PAY-0178669001,XEROX CORPORATION,169.56,169.56,0.0,2021-08-27,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53933301,PAY-0194312001,STAPLES BUSINESS ADVANTAGE,48.44,48.44,0.0,2022-01-21,matched,MTA Municipal Transprtn Agncy,Matched payment,No action required.
54011001,PAY-0183546701,HILL-ROM COMPANY INC,1089.48,1123.18,33.7,2021-10-20,ledger_mismatch,DPH Public Health,Ledger sync delay or wrong department mapping,Reconcile ledger entry and correct department allocation.
53996301,PAY-0178838501,MALTBY ELECTRIC SUPPLY CO INC,44142.38,37408.8,-6733.58,2021-08-30,underpaid,AIR Airport Commission,Installment split created a short settlement,Match split installments against the original invoice value.
53949301,PAY-0195416101,OFFICE DEPOT,77.4,77.4,0.0,2022-01-25,matched,DPH Public Health,Matched payment,No action required.
53965601,PAY-0189463101,CRESCO EQUIPMENT RENTALS,2061.5,2061.5,0.0,2021-12-01,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53918301,PAY-0185652201,KONICA MINOLTA BUSINESS SOLUTNS USA INC,6.37,6.37,0.0,2021-11-12,matched,DPH Public Health,Matched payment,No action required.
54011001,PAY-0177732601,HILL-ROM COMPANY INC,510.85,526.65,15.8,2021-08-18,ledger_mismatch,DPH Public Health,Ledger sync delay or wrong department mapping,Reconcile ledger entry and correct department allocation.
53971201,PAY-0202868001,XEROX CORPORATION,137.5,137.5,0.0,2022-03-21,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53972001,PAY-0192341801,CENTER HARDWARE CO INC,64.86,64.86,0.0,2021-12-28,matched,HOM Homelessness Services,Matched payment,No action required.
53970601,PAY-0193008101,SERRAMONTE FORD,231.05,231.05,0.0,2022-01-03,matched,AIR Airport Commission,Matched payment,No action required.
53976701,PAY-0200173401,MAINLINE SECURITY INC.,13.85,16.29,2.44,2022-03-01,overpaid,HOM Homelessness Services,Overpayment due to manual posting error,Investigate posting entry and recover excess payment.
53994301,PAY-0183294901,GRAINGER,1494.54,1266.56,-227.98,2021-10-07,underpaid,PUC Public Utilities Commsn,Installment split created a short settlement,Match split installments against the original invoice value.
54000501,PAY-0194411001,WESTSIDE COMMUNITY MENTAL HEALTH CTR INC,90889.45,90889.45,0.0,2022-01-14,duplicate_suspected,DPH Public Health,Possible duplicate voucher posting,Cross-check voucher references and stop secondary settlement.
53931001,PAY-0185790701,KONICA MINOLTA BUSINESS SOLUTNS USA INC,46.65,46.65,0.0,2021-10-29,matched,DPH Public Health,Matched payment,No action required.
54005801,PAY-0214564501,SHANTI PROJECT,35536.8,35536.8,0.0,2022-06-22,duplicate_suspected,DPH Public Health,Same invoice may have been submitted through two channels,Compare intake channels and cancel the duplicate record.
54010701,PAY-0184128901,ON TARGET DELIVERY SERVICE,232.8,240.0,7.2,2021-10-15,ledger_mismatch,CII Commty Invest & Infrstrctr,Ledger update lag after payment clearance,Refresh ledger sync and confirm the final posted amount.
53917201,PAY-0208915501,VESTIS SERVICES LLC,717.21,717.21,0.0,2022-05-10,matched,AIR Airport Commission,Matched payment,No action required.
53948201,PAY-0199227201,VESTIS SERVICES LLC,272.4,272.4,0.0,2022-02-23,matched,LIB Public Library,Matched payment,No action required.
53967201,PAY-0195527901,LAZ PARKING CALIFORNIA LLC,90084.97,90084.97,0.0,2022-02-08,matched,MTA Municipal Transprtn Agncy,Matched payment,No action required.
53975101,PAY-0178971601,THEISEN GLASS CO,1406.06,1406.06,0.0,2021-09-05,matched,HOM Homelessness Services,Matched payment,No action required.
53943501,PAY-0206668201,HARRISON & BONINI INC,668.42,668.42,0.0,2022-04-20,matched,ADM GSA - City Administrator,Matched payment,No action required.
53924401,PAY-0178262701,BlueTriton Brands Inc,30.68,30.68,0.0,2021-08-23,matched,DPH Public Health,Matched payment,No action required.
53952501,PAY-0205728001,VESTIS SERVICES LLC,67.37,67.37,0.0,2022-04-14,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53924401,PAY-0190089601,BlueTriton Brands Inc,8.67,8.67,0.0,2021-12-06,matched,DPH Public Health,Matched payment,No action required.
53921301,PAY-0207349501,INTERNATIONAL FIRE INC,467.47,467.47,0.0,2022-04-26,matched,ADM GSA - City Administrator,Matched payment,No action required.
53970601,PAY-0202233401,SERRAMONTE FORD,58.17,58.17,0.0,2022-03-16,matched,AIR Airport Commission,Matched payment,No action required.
53925701,PAY-0177776301,OFFICE DEPOT,1669.85,1669.85,0.0,2021-08-18,matched,DPH Public Health,Matched payment,No action required.
53917701,PAY-0177019601,BlueTriton Brands Inc,144.17,144.17,0.0,2021-08-11,matched,DPH Public Health,Matched payment,No action required.
53971001,PAY-0191237901,SAN FRANCISCO PUBLIC HEALTH FOUNDATION,21177.63,21177.63,0.0,2021-12-17,matched,DPH Public Health,Matched payment,No action required.
53975701,PAY-0189410501,CENTER HARDWARE CO INC,12.22,12.22,0.0,2021-11-30,matched,REG Elections,Matched payment,No action required.
54009301,PAY-0196834701,KONICA MINOLTA BUSINESS SOLUTNS USA INC,477.63,492.4,14.77,2022-02-07,ledger_mismatch,DPH Public Health,Ledger update lag after payment clearance,Refresh ledger sync and confirm the final posted amount.
53993201,PAY-0173699401,MEDLINE INDUSTRIES INC,1870.71,1585.35,-285.36,2021-07-16,underpaid,DPH Public Health,Partial payment or approval hold,Validate invoice approval path and release remaining balance.
53996701,PAY-0187887701,WESTERN STATES OIL,4766.87,4039.72,-727.15,2021-11-17,underpaid,FIR Fire Department,Credit note offset applied incorrectly,Review offset rules and clear the short payment.
53937601,PAY-0185778401,BlueTriton Brands Inc,4.33,4.33,0.0,2021-10-29,matched,DPH Public Health,Matched payment,No action required.
53952601,PAY-0189726001,STAPLES BUSINESS ADVANTAGE,458.06,458.06,0.0,2021-12-02,matched,LIB Public Library,Matched payment,No action required.
53957501,PAY-0176250001,GEN-PROBE SLS & SVC INC(SUB HOLOGIC INC),68433.75,68433.75,0.0,2021-08-05,matched,DPH Public Health,Matched payment,No action required.
53920101,PAY-0199226601,STAPLES BUSINESS ADVANTAGE,1.34,1.34,0.0,2022-02-23,matched,ADM GSA - City Administrator,Matched payment,No action required.
54009801,PAY-0213571401,CITY AUTO SUPPLY,11.44,11.79,0.35,2022-06-22,ledger_mismatch,MTA Municipal Transprtn Agncy,Ledger sync delay or wrong department mapping,Reconcile ledger entry and correct department allocation.
54000501,PAY-0198550901,WESTSIDE COMMUNITY MENTAL HEALTH CTR INC,46928.14,46928.14,0.0,2022-02-17,duplicate_suspected,DPH Public Health,Same invoice may have been submitted through two channels,Compare intake channels and cancel the duplicate record.
53951301,PAY-0198425301,VESTIS SERVICES LLC,151.61,151.61,0.0,2022-02-16,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53996701,PAY-0207548801,WESTERN STATES OIL,3428.02,2905.1,-522.92,2022-04-27,underpaid,FIR Fire Department,Credit note offset applied incorrectly,Review offset rules and clear the short payment.
53999101,PAY-0173722701,MEDLINE INDUSTRIES INC,135.72,115.02,-20.7,2021-07-16,underpaid,DPH Public Health,Partial payment or approval hold,Validate invoice approval path and release remaining balance.
53952301,PAY-0183996901,FELTON INSTITUTE,13225.46,13225.46,0.0,2021-10-14,matched,DPH Public Health,Matched payment,No action required.
53939401,PAY-0179059001,BOUND TREE MEDICAL LLC,3571.7,3571.7,0.0,2021-08-31,matched,FIR Fire Department,Matched payment,No action required.
53934601,PAY-0210848701,GRAINGER,533.68,533.68,0.0,2022-05-24,matched,DPH Public Health,Matched payment,No action required.
53971601,PAY-0181486001,UNION SERVICE COMPANY INC,1700.0,1700.0,0.0,2021-09-22,matched,LIB Public Library,Matched payment,No action required.
53951301,PAY-0186224801,VESTIS SERVICES LLC,92.61,92.61,0.0,2021-11-03,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53976301,PAY-0179265901,CENTER HARDWARE CO INC,330.78,389.15,58.37,2021-09-02,overpaid,REC Recreation & Park Commsn,Tax or surcharge applied twice,Validate tax components and adjust the payment record.
53976701,PAY-0181850601,MAINLINE SECURITY INC.,41.0,48.23,7.23,2021-09-24,overpaid,HOM Homelessness Services,Overpayment due to manual posting error,Investigate posting entry and recover excess payment.
53980101,PAY-0186632701,RUBECON GENERAL CONTRACTING INC,49300.0,58000.0,8700.0,2021-11-05,overpaid,DPH Public Health,Duplicate approval led to excess settlement,Reverse the duplicate approval and initiate vendor recovery.
53996401,PAY-0200442501,MACKAY METERS INC,1216.4,1030.85,-185.55,2022-03-10,underpaid,MTA Municipal Transprtn Agncy,Partial payment or approval hold,Validate invoice approval path and release remaining balance.
54009801,PAY-0211402901,CITY AUTO SUPPLY,146.31,150.83,4.52,2022-06-22,ledger_mismatch,MTA Municipal Transprtn Agncy,Journal posted to incorrect cost center,Move the journal entry to the right cost center and rebalance.
53925801,PAY-0209874601,LANGUAGELINE SOLUTIONS,412.98,412.98,0.0,2022-05-17,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53980001,PAY-0203864301,Mansfield Lierly and Associates,318.75,375.0,56.25,2022-03-28,overpaid,POL Police,Tax or surcharge applied twice,Validate tax components and adjust the payment record.
53928101,PAY-0181558201,XEROX CORPORATION,255.86,255.86,0.0,2021-09-23,matched,HSA Human Services Agency,Matched payment,No action required.
53952501,PAY-0184708601,VESTIS SERVICES LLC,14.9,14.9,0.0,2021-10-20,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53950801,PAY-0184257801,US FOODS INC,32.47,32.47,0.0,2021-10-18,matched,DPH Public Health,Matched payment,No action required.
53959901,PAY-0175717301,TERUMO MEDICAL CORP,6888.0,6888.0,0.0,2021-08-02,matched,DPH Public Health,Matched payment,No action required.
53931201,PAY-0175834201,Angela Han,18000.0,18000.0,0.0,2021-08-03,matched,ART Arts Commission,Matched payment,No action required.
53920101,PAY-0186364101,STAPLES BUSINESS ADVANTAGE,74.63,74.63,0.0,2021-11-04,matched,ADM GSA - City Administrator,Matched payment,No action required.
53918501,PAY-0180010601,KONICA MINOLTA BUSINESS SOLUTNS USA INC,418.33,418.33,0.0,2021-09-10,matched,DPH Public Health,Matched payment,No action required.
53954701,PAY-0176455701,MEDLINE INDUSTRIES INC,51.37,51.37,0.0,2021-08-06,matched,DPH Public Health,Matched payment,No action required.
54001801,PAY-0173822401,CARDINALHEALTH MEDICAL PRODUCTS & SVCS,92.61,92.61,0.0,2021-07-19,duplicate_suspected,DPH Public Health,Possible duplicate voucher posting,Cross-check voucher references and stop secondary settlement.
53975701,PAY-0209295801,CENTER HARDWARE CO INC,1321.31,1554.48,233.17,2022-05-12,overpaid,REG Elections,Overpayment due to manual posting error,Investigate posting entry and recover excess payment.
53953101,PAY-0209236801,XEROX CORPORATION,126.21,126.21,0.0,2022-05-12,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53944301,PAY-0207220101,M S C INDUSTRIAL SUPPLY COMPANY INC,497.73,497.73,0.0,2022-04-25,matched,ADM GSA - City Administrator,Matched payment,No action required.
54000501,PAY-0179999301,WESTSIDE COMMUNITY MENTAL HEALTH CTR INC,2902.51,2902.51,0.0,2021-09-10,duplicate_suspected,DPH Public Health,Repeat payment detected for same invoice pattern,Freeze the repeated payment and verify vendor history.
53921201,PAY-0186973701,OFFICE DEPOT,286.88,286.88,0.0,2021-11-10,matched,DPH Public Health,Matched payment,No action required.
53972001,PAY-0176730701,CENTER HARDWARE CO INC,45.03,45.03,0.0,2021-08-10,matched,HOM Homelessness Services,Matched payment,No action required.
53951801,PAY-0191876101,Acme Workwear,1671.26,1671.26,0.0,2021-12-21,matched,DPH Public Health,Matched payment,No action required.
53952501,PAY-0174441901,VESTIS SERVICES LLC,14.9,14.9,0.0,2021-07-23,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53966001,PAY-0191239301,Minilab Factory USA LLC,579.0,579.0,0.0,2021-12-15,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53975701,PAY-0179299301,CENTER HARDWARE CO INC,602.87,602.87,0.0,2021-09-02,matched,REG Elections,Matched payment,No action required.
53918301,PAY-0198817401,KONICA MINOLTA BUSINESS SOLUTNS USA INC,11.84,11.84,0.0,2022-02-22,matched,DPH Public Health,Matched payment,No action required.
53983701,PAY-0198632201,VERIZON WIRELESS,309.95,364.65,54.7,2022-02-17,overpaid,PUC Public Utilities Commsn,Duplicate approval led to excess settlement,Reverse the duplicate approval and initiate vendor recovery.
54008201,PAY-0192092001,MISSION LINEN SUPPLY,323.32,333.32,10.0,2021-12-22,ledger_mismatch,DPH Public Health,Journal posted to incorrect cost center,Move the journal entry to the right cost center and rebalance.
53967001,PAY-0180498701,RECOLOGY SUNSET SCAVENGER COMPANY,112.47,112.47,0.0,2021-09-15,matched,POL Police,Matched payment,No action required.
54007301,PAY-0209980201,PACIFIC MATERIALS HANDLING SOLUTIONS INC,231.94,231.94,0.0,2022-05-18,duplicate_suspected,DPH Public Health,Repeat payment detected for same invoice pattern,Freeze the repeated payment and verify vendor history.
53988901,PAY-0192666301,STAPLES BUSINESS ADVANTAGE,23.45,19.87,-3.58,2021-12-28,underpaid,REC Recreation & Park Commsn,Partial payment or approval hold,Validate invoice approval path and release remaining balance.
53975701,PAY-0210593201,CENTER HARDWARE CO INC,23.08,27.15,4.07,2022-05-23,overpaid,REG Elections,Tax or surcharge applied twice,Validate tax components and adjust the payment record.
53942001,PAY-0179748801,LANGUAGELINE SOLUTIONS,595.14,595.14,0.0,2021-09-17,matched,MTA Municipal Transprtn Agncy,Matched payment,No action required.
53939401,PAY-0182369701,BOUND TREE MEDICAL LLC,2922.12,2922.12,0.0,2021-09-28,matched,FIR Fire Department,Matched payment,No action required.
53973701,PAY-0212761001,OFFICE DEPOT,355.69,355.69,0.0,2022-06-28,matched,DPH Public Health,Matched payment,No action required.
53952501,PAY-0200482201,VESTIS SERVICES LLC,14.9,14.9,0.0,2022-03-07,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53968901,PAY-0177266801,CITY AUTO SUPPLY,60.0,60.0,0.0,2021-08-13,matched,AIR Airport Commission,Matched payment,No action required.
53922601,PAY-0200079101,Morgan Stanley Capital Group Inc.,326604.0,326604.0,0.0,2022-03-01,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53972401,PAY-0184139701,INTERSTATE TRAFFIC CONTROL PRODUCTS INC,786.13,786.13,0.0,2021-10-15,matched,AIR Airport Commission,Matched payment,No action required.
53921201,PAY-0209647701,OFFICE DEPOT,567.12,567.12,0.0,2022-05-16,matched,DPH Public Health,Matched payment,No action required.
53997701,PAY-0173721101,MEDLINE INDUSTRIES INC,130.35,110.47,-19.88,2021-07-16,underpaid,DPH Public Health,Installment split created a short settlement,Match split installments against the original invoice value.
53939401,PAY-0174790001,BOUND TREE MEDICAL LLC,398.39,398.39,0.0,2021-07-26,matched,FIR Fire Department,Matched payment,No action required.
53952601,PAY-0195646801,STAPLES BUSINESS ADVANTAGE,13.37,13.37,0.0,2022-01-27,matched,LIB Public Library,Matched payment,No action required.
53977501,PAY-0183855001,M LEE CORPORATION,4740.96,5577.6,836.64,2021-10-14,overpaid,DPW Public Works,Overpayment due to manual posting error,Investigate posting entry and recover excess payment.
53983701,PAY-0180838901,VERIZON WIRELESS,693.97,816.43,122.46,2021-09-17,overpaid,PUC Public Utilities Commsn,Duplicate approval led to excess settlement,Reverse the duplicate approval and initiate vendor recovery.
53944801,PAY-0173580901,MEDLINE INDUSTRIES INC,118.57,118.57,0.0,2021-07-15,matched,DPH Public Health,Matched payment,No action required.
53992201,PAY-0173792001,MEDLINE INDUSTRIES INC,3174.96,2690.64,-484.32,2021-07-17,underpaid,DPH Public Health,Installment split created a short settlement,Match split installments against the original invoice value.
53969001,PAY-0200355701,XEROX CORPORATION,135.71,135.71,0.0,2022-03-07,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53968901,PAY-0209821401,CITY AUTO SUPPLY,78.93,78.93,0.0,2022-05-17,matched,AIR Airport Commission,Matched payment,No action required.
53928001,PAY-0209952501,SIGNATURE MARKETING,835.73,835.73,0.0,2022-05-18,matched,AIR Airport Commission,Matched payment,No action required.
53971801,PAY-0183393501,INTERNATIONAL EFFECTIVENESS CENTERS,765.0,765.0,0.0,2021-10-08,matched,POL Police,Matched payment,No action required.
53921301,PAY-0176011601,INTERNATIONAL FIRE INC,24.21,24.21,0.0,2021-08-04,matched,ADM GSA - City Administrator,Matched payment,No action required.
53995901,PAY-0189481201,SHRED WORKS,134.52,114.0,-20.52,2021-12-01,underpaid,CAT City Attorney,Installment split created a short settlement,Match split installments against the original invoice value.
53968901,PAY-0198915501,CITY AUTO SUPPLY,377.21,377.21,0.0,2022-02-22,matched,AIR Airport Commission,Matched payment,No action required.
53973601,PAY-0210715601,DISCOUNT BUILDERS SUPPLY,97.74,97.74,0.0,2022-05-24,matched,HOM Homelessness Services,Matched payment,No action required.
53967201,PAY-0193078501,LAZ PARKING CALIFORNIA LLC,28562.18,28562.18,0.0,2022-01-10,matched,MTA Municipal Transprtn Agncy,Matched payment,No action required.
53968901,PAY-0178578001,CITY AUTO SUPPLY,28.88,28.88,0.0,2021-08-26,matched,AIR Airport Commission,Matched payment,No action required.
53969001,PAY-0177523001,XEROX CORPORATION,133.46,133.46,0.0,2021-08-17,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53950801,PAY-0176111401,US FOODS INC,426.09,426.09,0.0,2021-08-04,matched,DPH Public Health,Matched payment,No action required.
53975701,PAY-0197429901,CENTER HARDWARE CO INC,13.29,15.63,2.34,2022-02-09,overpaid,REG Elections,Overpayment due to manual posting error,Investigate posting entry and recover excess payment.
53939301,PAY-0174876101,MEDLINE INDUSTRIES INC,320.97,320.97,0.0,2021-07-26,matched,DPH Public Health,Matched payment,No action required.
53917201,PAY-0209907901,VESTIS SERVICES LLC,22.18,22.18,0.0,2022-05-18,matched,AIR Airport Commission,Matched payment,No action required.
53939401,PAY-0196407801,BOUND TREE MEDICAL LLC,52.95,52.95,0.0,2022-02-03,matched,FIR Fire Department,Matched payment,No action required.
54008301,PAY-0197460901,SAN MATEO COUNTY MOSQUITO & VECTOR CONTR,1659.94,1711.28,51.34,2022-02-10,ledger_mismatch,AIR Airport Commission,Journal posted to incorrect cost center,Move the journal entry to the right cost center and rebalance.
53979001,PAY-0194286301,AON RISK INSURANCE SERVICES WEST INC,11687.5,13750.0,2062.5,2022-01-13,overpaid,ADM GSA - City Administrator,Overpayment due to manual posting error,Investigate posting entry and recover excess payment.
53948201,PAY-0180507601,VESTIS SERVICES LLC,230.4,230.4,0.0,2021-09-15,matched,LIB Public Library,Matched payment,No action required.
53983701,PAY-0198712101,VERIZON WIRELESS,36.92,43.43,6.51,2022-02-18,overpaid,PUC Public Utilities Commsn,Overpayment due to manual posting error,Investigate posting entry and recover excess payment.
53920801,PAY-0184297601,OFFICE DEPOT,68.56,68.56,0.0,2021-10-18,matched,DPH Public Health,Matched payment,No action required.
53952501,PAY-0197227201,VESTIS SERVICES LLC,164.16,164.16,0.0,2022-02-08,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53944301,PAY-0193675901,M S C INDUSTRIAL SUPPLY COMPANY INC,124.48,124.48,0.0,2022-01-07,matched,ADM GSA - City Administrator,Matched payment,No action required.
54009801,PAY-0183606001,CITY AUTO SUPPLY,3.37,3.47,0.1,2021-10-15,ledger_mismatch,MTA Municipal Transprtn Agncy,Ledger update lag after payment clearance,Refresh ledger sync and confirm the final posted amount.
53949301,PAY-0210830801,OFFICE DEPOT,204.98,204.98,0.0,2022-05-24,matched,DPH Public Health,Matched payment,No action required.
53924401,PAY-0187611201,BlueTriton Brands Inc,40.82,40.82,0.0,2021-11-16,matched,DPH Public Health,Matched payment,No action required.
53975701,PAY-0183855601,CENTER HARDWARE CO INC,1591.88,1591.88,0.0,2021-10-13,matched,REG Elections,Matched payment,No action required.
53952601,PAY-0182642901,STAPLES BUSINESS ADVANTAGE,201.71,201.71,0.0,2021-10-01,matched,LIB Public Library,Matched payment,No action required.
53919401,PAY-0183592101,CENTER HARDWARE CO INC,23.41,23.41,0.0,2021-10-12,matched,REC Recreation & Park Commsn,Matched payment,No action required.
53970601,PAY-0186359401,SERRAMONTE FORD,266.81,266.81,0.0,2021-11-04,matched,AIR Airport Commission,Matched payment,No action required.
53943501,PAY-0211045001,HARRISON & BONINI INC,201.98,201.98,0.0,2022-05-26,matched,ADM GSA - City Administrator,Matched payment,No action required.
53975701,PAY-0207817801,CENTER HARDWARE CO INC,22.89,26.93,4.04,2022-04-29,overpaid,REG Elections,Tax or surcharge applied twice,Validate tax components and adjust the payment record.
53921201,PAY-0195669801,OFFICE DEPOT,201.31,201.31,0.0,2022-02-01,matched,DPH Public Health,Matched payment,No action required.
53986401,PAY-0198521501,INTERSTATE TRAFFIC CONTROL PRODUCTS INC,2023.7,1715.0,-308.7,2022-02-17,underpaid,AIR Airport Commission,Partial payment or approval hold,Validate invoice approval path and release remaining balance.
53968901,PAY-0192201801,CITY AUTO SUPPLY,6.73,6.73,0.0,2021-12-23,matched,AIR Airport Commission,Matched payment,No action required.
53975501,PAY-0178555201,BlueTriton Brands Inc,310.94,310.94,0.0,2021-08-26,matched,DPH Public Health,Matched payment,No action required.
53972001,PAY-0211881101,CENTER HARDWARE CO INC,95.77,95.77,0.0,2022-06-05,matched,HOM Homelessness Services,Matched payment,No action required.
53951901,PAY-0204948601,XEROX CORPORATION,47.34,47.34,0.0,2022-04-06,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53973601,PAY-0178268001,DISCOUNT BUILDERS SUPPLY,5.75,5.75,0.0,2021-08-31,matched,HOM Homelessness Services,Matched payment,No action required.
53943501,PAY-0175350001,HARRISON & BONINI INC,167.81,167.81,0.0,2021-07-29,matched,ADM GSA - City Administrator,Matched payment,No action required.
53918802,PAY-0196562601,CENTER HARDWARE CO INC,130.34,130.34,0.0,2022-02-03,matched,REC Recreation & Park Commsn,Matched payment,No action required.
53981901,PAY-0177798201,R & B COMPANY,807.9,950.47,142.57,2021-08-18,overpaid,PUC Public Utilities Commsn,Overpayment due to manual posting error,Investigate posting entry and recover excess payment.
54006301,PAY-0195633701,STAPLES BUSINESS ADVANTAGE,10.35,10.35,0.0,2022-01-27,duplicate_suspected,LIB Public Library,Repeat payment detected for same invoice pattern,Freeze the repeated payment and verify vendor history.
53964201,PAY-0182461201,WESTERN STATES OIL,7292.16,7292.16,0.0,2021-09-29,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53988401,PAY-0173724301,MEDLINE INDUSTRIES INC,408.76,346.41,-62.35,2021-07-16,underpaid,DPH Public Health,Credit note offset applied incorrectly,Review offset rules and clear the short payment.
53939401,PAY-0190606701,BOUND TREE MEDICAL LLC,458.96,458.96,0.0,2021-12-09,matched,FIR Fire Department,Matched payment,No action required.
53964201,PAY-0191257401,WESTERN STATES OIL,7476.33,7476.33,0.0,2021-12-15,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53996701,PAY-0209178701,WESTERN STATES OIL,5512.45,4671.57,-840.88,2022-05-11,underpaid,FIR Fire Department,Installment split created a short settlement,Match split installments against the original invoice value.
54005901,PAY-0173752001,OFFICE DEPOT,30.91,30.91,0.0,2021-08-02,duplicate_suspected,DPH Public Health,Repeat payment detected for same invoice pattern,Freeze the repeated payment and verify vendor history.
53976001,PAY-0176680301,Jimmie Muscatello's,1023.05,1203.59,180.54,2021-08-09,overpaid,POL Police,Tax or surcharge applied twice,Validate tax components and adjust the payment record.
53950101,PAY-0206967901,UNITED SITE SERVICES OF CALIFORNIA INC,73.58,73.58,0.0,2022-04-22,matched,PRT Port,Matched payment,No action required.
54001201,PAY-0174619401,ABBOTT LABORATORIES INC,635.61,635.61,0.0,2021-07-23,duplicate_suspected,DPH Public Health,Repeat payment detected for same invoice pattern,Freeze the repeated payment and verify vendor history.
53983501,PAY-0200863201,SHANTI PROJECT,10435.36,12276.9,1841.54,2022-03-04,overpaid,DPH Public Health,Tax or surcharge applied twice,Validate tax components and adjust the payment record.
53956301,PAY-0176618301,AESCULAP INC,2714.36,2714.36,0.0,2022-03-28,matched,DPH Public Health,Matched payment,No action required.
54009801,PAY-0186910501,CITY AUTO SUPPLY,12.23,12.61,0.38,2021-11-17,ledger_mismatch,MTA Municipal Transprtn Agncy,Journal posted to incorrect cost center,Move the journal entry to the right cost center and rebalance.
53974801,PAY-0189238001,BlueTriton Brands Inc,3716.38,3716.38,0.0,2021-11-29,matched,DPH Public Health,Matched payment,No action required.
53921301,PAY-0214506701,INTERNATIONAL FIRE INC,145.23,145.23,0.0,2022-06-21,matched,ADM GSA - City Administrator,Matched payment,No action required.
53951301,PAY-0208006401,VESTIS SERVICES LLC,92.61,92.61,0.0,2022-05-02,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53947801,PAY-0180905301,MAINLINE SECURITY INC.,254.95,254.95,0.0,2021-09-17,matched,DPH Public Health,Matched payment,No action required.
53975701,PAY-0182929201,CENTER HARDWARE CO INC,654.45,654.45,0.0,2021-10-05,matched,REG Elections,Matched payment,No action required.
53944301,PAY-0203059401,M S C INDUSTRIAL SUPPLY COMPANY INC,88.2,88.2,0.0,2022-03-22,matched,ADM GSA - City Administrator,Matched payment,No action required.
53964201,PAY-0204951601,WESTERN STATES OIL,9843.45,9843.45,0.0,2022-04-06,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53951301,PAY-0190400801,VESTIS SERVICES LLC,80.85,80.85,0.0,2021-12-08,matched,PUC Public Utilities Commsn,Matched payment,No action required.
